type,name,title,slug,url,contributor,code,stamp,board_type,board_circled_letters,board_extra_label,board_calendar_short,board_calendar,board_year,board_month,rom_kind,rom_label,rom_manufacturer,rom_manufacturer_name,rom_calendar_short,rom_calendar,rom_year,rom_month,rom_week,mapper_kind,mapper_label,mapper_manufacturer,mapper_manufacturer_name,mapper_calendar_short,mapper_calendar,mapper_year,mapper_month,mapper_week,ram_kind,ram_label,ram_manufacturer,ram_manufacturer_name,ram_calendar_short,ram_calendar,ram_year,ram_month,ram_week,ram_protector_kind,ram_protector_label,ram_protector_manufacturer,ram_protector_manufacturer_name,ram_protector_calendar_short,ram_protector_calendar,ram_protector_year,ram_protector_month,ram_protector_week,crystal_kind,crystal_label,crystal_manufacturer,crystal_manufacturer_name,crystal_calendar_short,crystal_calendar,crystal_year,crystal_month,crystal_week,rom2_kind,rom2_label,rom2_manufacturer,rom2_manufacturer_name,rom2_calendar_short,rom2_calendar,rom2_year,rom2_month,rom2_week,flash_kind,flash_label,flash_manufacturer,flash_manufacturer_name,flash_calendar_short,flash_calendar,flash_year,flash_month,flash_week,line_decoder_kind,line_decoder_label,line_decoder_manufacturer,line_decoder_manufacturer_name,line_decoder_calendar_short,line_decoder_calendar,line_decoder_year,line_decoder_month,line_decoder_week,eeprom_kind,eeprom_label,eeprom_manufacturer,eeprom_manufacturer_name,eeprom_calendar_short,eeprom_calendar,eeprom_year,eeprom_month,eeprom_week,accelerometer_kind,accelerometer_label,accelerometer_manufacturer,accelerometer_manufacturer_name,accelerometer_calendar_short,accelerometer_calendar,accelerometer_year,accelerometer_month,accelerometer_week,u4_kind,u4_label,u4_manufacturer,u4_manufacturer_name,u4_calendar_short,u4_calendar,u4_year,u4_month,u4_week,u5_kind,u5_label,u5_manufacturer,u5_manufacturer_name,u5_calendar_short,u5_calendar,u5_year,u5_month,u5_week,crystal
DMG-ASFE-1,"Street Fighter II (USA, Europe) (Rev 1) (SGB Enhanced)",Entry #1,creeps-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ASFE-1/creeps-1.html,creeps,DMG-ASFE-USA-1,22,DMG-BEAN-10,K,2,Apr/1998,April/1998,1998,4,LH5S4M,DMG-ASFE-1 S LH5S4MVB JAPAN E1 9828 D,Sharp,Sharp,28/1998,Week 28/1998,1998,,28,MBC1B,DMG MBC1-B Nintendo P 8'58,,,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ASFP-1,"Street Fighter II (USA, Europe) (Rev 1) (SGB Enhanced)",Entry #1,davidslv-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ASFP-1/davidslv-1.html,davidslv,DMG-ASFP-EUR,20A,DMG-BEAN(K)-10,Cs,3,Jul/1997,July/1997,1997,7,LH534M,DMG-ASFP-1 S LH534MYN JAPAN E1 9731 D,Sharp,Sharp,31/1997,Week 31/1997,1997,,31,MBC1B,DMG MBC1-B Nintendo P 7'75,,,1997,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ATAJ-0,Game de Hakken!! Tamagotchi (Japan) (SGB Enhanced),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ATAJ-0/gekkio-1.html,gekkio,DMG-ATAJ-JPN,11,DMG-DECN-10,Y,2,May/1997,May/1997,1997,5,MX23C4002-20,J9720-M MX23C4002-20 DMG-ATAJ-0 E1 43282F,Macronix,Macronix,20/1997,Week 20/1997,1997,,20,MBC1B1,DMG MBC1B1 Nintendo S 9721 5 A,Sharp,Sharp,21/1997,Week 21/1997,1997,,21,LH5268ANF-10PLL,LH5268ANF-10PLL MOSEL-VITELIC JAPAN N715 03 BC,Mosel-Vitelic,Mosel-Vitelic,15/1997,Week 15/1997,1997,,15,BA6129A,6129A 7574,ROHM,ROHM,1997,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ATEA-0,Tetris DX (World) (SGB Enhanced) (GB Compatible),Entry #1,jan-spakula-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ATEA-0/jan-spakula-1.html,Jan Spakula,DMG-ATEA-EUR,22,DMG-DECN-10,Y,4,Oct/1998,October/1998,1998,10,KM23C4000DG,SEC KM23C4000DG DMG-ATEA-0 E1 KF5304U,Samsung,Samsung,,,,,,MBC1B1,DMG MBC1B1 Nintendo S 9840 3 A,Sharp,Sharp,40/1998,Week 40/1998,1998,,40,BR6265BF-10SL,BR6265BF-10SL 840 192N,ROHM,ROHM,40/1998,Week 40/1998,1998,,40,MM1026A,841 26A,Mitsumi,Mitsumi,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AUFP-0,"Smurfs Travel the World, The (Europe) (En,Fr,De,Es)",Entry #1,issotm-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AUFP-0/issotm-1.html,ISSOtm,DMG-AUFP-FAH,22,DMG-BEAN-10,I,2,Oct/1997,October/1997,1997,10,LH530800A,DMG-AUFP-0 S LH531HJY JAPAN C1 9742 E,Sharp,Sharp,42/1997,Week 42/1997,1997,,42,MBC1B1,DMG MBC1B1 Nintendo S 9741 3 A,Sharp,Sharp,41/1997,Week 41/1997,1997,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AVBJ-0,Pocket Bowling (Japan) (GB Compatible),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AVBJ-0/gekkio-1.html,gekkio,DMG-AVBJ-JPN,22,DMG-A07-01,I,6,Sep/1998,September/1998,1998,9,LH5S4M,DMG-AVBJ-0 S LH5S4MVU JAPAN E1 9840 E,Sharp,Sharp,40/1998,Week 40/1998,1998,,40,MBC5,MBC5 LZ9GB31 9836 A,Sharp,Sharp,36/1998,Week 36/1998,1998,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AVLP-0,"V-Rally - Championship Edition (Europe) (En,Fr,De)",Entry #1,issotm-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AVLP-0/issotm-1.html,ISSOtm,DMG-AVLP-FAH,,DMG-BEAN-10,I,4,Sep/1998,September/1998,1998,9,N-2001EUGW,DMG-AVLP-0 D1 N-2001EUGW-J38 9840E7004,,,40/1998,Week 40/1998,1998,,40,MBC1B,DMG MBC1-B Nintendo P 8'70,,,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AVUE-0,"Beauty and the Beast - A Board Game Adventure (USA, Australia) (SGB Enhanced) (GB Compatible)",Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AVUE-0/mattcurrie-1.html,mattcurrie,DMG-AVUE-USA,34,DMG-A06-01,Y,2,Aug/1999,August/1999,1999,8,LH538W,DMG-AVUE-0 S LH538WR6 JAPAN F1 9940 D,Sharp,Sharp,40/1999,Week 40/1999,1999,,40,MBC5,MBC5 LZ9GB31 9937 A,Sharp,Sharp,37/1999,Week 37/1999,1999,,37,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9937 3 EB,Sharp,Sharp,37/1999,Week 37/1999,1999,,37,MM1134A,935 134A,Mitsumi,Mitsumi,35/1999,Week 35/1999,1999,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AW2J-0,Wario Land 2 (Japan) (SGB Enhanced) (GB Compatible),Entry #1,kai-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AW2J-0/kai-1.html,Kai,DMG-AW2J-JPN,20,DMG-A03-01,I,2,Sep/1998,September/1998,1998,9,LH537M,DMG-AW2J-0 S LH537MT3 JAPAN G2 9838 E,Sharp,Sharp,38/1998,Week 38/1998,1998,,38,MBC5,MBC5 LZ9GB31 9836 A,Sharp,Sharp,36/1998,Week 36/1998,1998,,36,GM76C256CLLFW70,LGS GM76C256CLLFW70 9826 KOREA,Lucky GoldStar,Lucky GoldStar,26/1998,Week 26/1998,1998,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AW2P-0,"Wario Land II (USA, Europe) (SGB Enhanced)",Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AW2P-0/gekkio-1.html,gekkio,DMG-AW2P-EUR,22,DMG-LFDN-01,I,1,May/1998,May/1998,1998,5,LH538M,DMG-AW2P-0 S LH538MND JAPAN F1 9823 D,Sharp,Sharp,23/1998,Week 23/1998,1998,,23,MBC3,MBC3 BU3631K 802 127,ROHM,ROHM,2/1998,Week 2/1998,1998,,2,BR62256F-70LL,BR62256F-70LL 817 126,ROHM,ROHM,17/1998,Week 17/1998,1998,,17,BA6129A,6129A 8316,ROHM,ROHM,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AW7E-0,"James Bond 007 (USA, Europe) (SGB Enhanced)",Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AW7E-0/gekkio-1.html,gekkio,DMG-AW7E-USA,20,DMG-DECN-10,I,6,Nov/1997,November/1997,1997,11,LH5S4M,DMG-AW7E-0 S LH5S4MW9 JAPAN E1 9751 E,Sharp,Sharp,51/1997,Week 51/1997,1997,,51,MBC1B1,DMG MBC1B1 Nintendo S 9746 1 A,Sharp,Sharp,46/1997,Week 46/1997,1997,,46,LH5168N-10PL,LH5168N-10PL MOSEL-VITELIC JAPAN N748 10 BH,Mosel-Vitelic,Mosel-Vitelic,48/1997,Week 48/1997,1997,,48,MM1026A,743 26A,Mitsumi,Mitsumi,1997,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AW7P-0,"James Bond 007 (USA, Europe) (SGB Enhanced)",Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AW7P-0/mattcurrie-1.html,mattcurrie,DMG-AW7P-AUS,12,DMG-DECN-10,I,4,Jul/1998,July/1998,1998,7,LH5S4M,DMG-AW7P-0 S LH5S4MWB JAPAN E1 9837 E,Sharp,Sharp,37/1998,Week 37/1998,1998,,37,MBC1B1,DMG MBC1B1 Nintendo S 9830 7 A,Sharp,Sharp,30/1998,Week 30/1998,1998,,30,LH5164AN-10L,LH5164AN-10L SHARP A9830 5 CB,Sharp,Sharp,30/1998,Week 30/1998,1998,,30,BA6129A,6129A 8R41,ROHM,ROHM,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AWA-0,Alleyway (World),Entry #1,creeps-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AWA-0/creeps-1.html,creeps,DMG-AW-USA,23,DMG-AAA-01,B,1,Aug/1989,August/1989,1989,8,,DMG-AWA-0 SHARP JAPAN A0 8938 D,Sharp,Sharp,38/1989,Week 38/1989,1989,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AWA-0,Alleyway (World),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AWA-0/gekkio-1.html,gekkio,DMG-AWA,23,DMG-AAA-01,I,1,Feb/1989,February/1989,1989,2,,DMG-AWA-0 SHARP JAPAN 8909 D A,Sharp,Sharp,9/1989,Week 9/1989,1989,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AWA-0,Alleyway (World),Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AWA-0/mattcurrie-1.html,mattcurrie,DMG-AWA,22,DMG-AAA-01,I,3,Feb/1989,February/1989,1989,2,,DMG-AWA-0 SHARP JAPAN 8909 D A,Sharp,Sharp,9/1989,Week 9/1989,1989,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AWDJ-0,Dino Breeder (Japan) (SGB Enhanced),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AWDJ-0/gekkio-1.html,gekkio,DMG-AWDJ-JPN,20,DMG-GDAN-10,I,5,Jul/1997,July/1997,1997,7,LH532W,DMG-AWDJ-0 S LH532WRI JAPAN D1 9731 D,Sharp,Sharp,31/1997,Week 31/1997,1997,,31,MBC2A,DMG MBC2A Nintendo S 9730 5 AB,Sharp,Sharp,30/1997,Week 30/1997,1997,,30,,,,,,,,,,BA6129A,6129A 7727,ROHM,ROHM,1997,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AWHP-0,"R-Type DX (USA, Europe) (GB Compatible)",Entry #1,jan-spakula-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AWHP-0/jan-spakula-1.html,Jan Spakula,DMG-AWHP-EUR,00,DMG-A06-01,K,6,Feb/1999,February/1999,1999,2,MSM538011E,DMG-AWHP-0 F1 M538011E-60 9245401,OKI,OKI,24/1999,Week 24/1999,1999,,24,MBC5,MBC5 P-1 916U7L,,,16/1999,Week 16/1999,1999,,16,LH5164AN-10L,LH5164AN-10L SHARP A9846 1 CB,Sharp,Sharp,46/1998,Week 46/1998,1998,,46,MM1134A,915 134A,Mitsumi,Mitsumi,15/1999,Week 15/1999,1999,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AWLP-0,"Wario Land II (USA, Europe) (SGB Enhanced) (GB Compatible)",Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AWLP-0/gekkio-1.html,gekkio,DMG-AWLP-EUR,22,DMG-A03-01,I,3,Dec/1998,December/1998,1998,12,KM23C16120DT,SEC KM23C16120DT DMG-AWLP-0 G2 KF6409G,Samsung,Samsung,,,,,,MBC5,MBC-5 BU3650K 846 H48,ROHM,ROHM,46/1998,Week 46/1998,1998,,46,GM76C256CLLFW70,LGS GM76C256CLLFW70 9846 KOREA,Lucky GoldStar,Lucky GoldStar,46/1998,Week 46/1998,1998,,46,MM1134A,849 134A,Mitsumi,Mitsumi,49/1998,Week 49/1998,1998,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AWLP-0,"Wario Land II (USA, Europe) (SGB Enhanced) (GB Compatible)",Entry #1,max-m-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AWLP-0/max-m-1.html,max-m,DMG-AWLP-EUR,00,DMG-A03-01,M,1,Nov/1998,November/1998,1998,11,LH537M,DMG-AWLP-0 S LH537MT5 JAPAN G2 9853 D,Sharp,Sharp,53/1998,Week 53/1998,1998,,53,MBC5,MBC5 LZ9GB31 9846 A,Sharp,Sharp,46/1998,Week 46/1998,1998,,46,GM76C256CLLFW70,LGS GM76C256CLLFW70 9846 KOREA,Lucky GoldStar,Lucky GoldStar,46/1998,Week 46/1998,1998,,46,MM1134A,849 134A,Mitsumi,Mitsumi,49/1998,Week 49/1998,1998,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AXFE-0,"New Adventures of Mary-Kate & Ashley, The (USA, Europe) (GB Compatible)",Entry #1,irfon-jones-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AXFE-0/irfon-jones-1.html,Irfon Jones,DMG-AXFE-USA,00,DMG-A07-01,MB,6,Oct/1999,October/1999,1999,10,MSM538011E,DMG-AXFE-0 F1 M538011E-C3 948237S,OKI,OKI,48/1999,Week 48/1999,1999,,48,MBC5,MBC5 P-1 950U7M,,,50/1999,Week 50/1999,1999,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AXQP-0,"Pokemon Trading Card Game (Europe) (En,Fr,De) (SGB Enhanced) (GB Compatible)",Entry #1,missingno-force-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AXQP-0/missingno-force-1.html,Missingno_force,DMG-AXQP-NOE,11,DMG-A03-10,MB,6,Oct/2000,October/2000,2000,10,MX23C1603-12A,E004419-M MX23C1603-12A DMG-AXQP-0 G2 2D317300,Macronix,Macronix,44/2000,Week 44/2000,2000,,44,MBC5,09EEJTT MBC5 2417,Texas Instruments,Texas Instruments,2000,2000,2000,,,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0037 KOREA,Hyundai,Hyundai,37/2000,Week 37/2000,2000,,37,MM1134A,026 134A,Mitsumi,Mitsumi,26/2000,Week 26/2000,2000,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AXQU-0,"Pokemon Trading Card Game (USA, Australia) (SGB Enhanced) (GB Compatible)",Entry #1,irfon-jones-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AXQU-0/irfon-jones-1.html,Irfon Jones,DMG-AXQU-AUS,11,DMG-A02-01,A,4,Jan/2000,January/2000,2000,1,LH538W,DMG-AXQU-0 S LH538WKG JAPAN F1 0007 D,Sharp,Sharp,7/2000,Week 7/2000,2000,,7,MBC5,MBC5 P-1 002U4M,,,2/2000,Week 2/2000,2000,,2,BR62256F-70LL,BR62256F-70LL 006 169NA,ROHM,ROHM,6/2000,Week 6/2000,2000,,6,BA6735,6735 0172,ROHM,ROHM,2000,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AYJ-0,Ayakashi no Shiro (Japan),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AYJ-0/gekkio-1.html,gekkio,DMG-AYJ,23,DMG-GDAN-02,I,2,Feb/1990,February/1990,1990,2,LH53514,DMG-AYJ-0 S LH5314H1 JAPAN B1 9014 E,Sharp,Sharp,14/1990,Week 14/1990,1990,,14,MBC2A,Nintendo DMG MBC2A N 9011CA005,,,11/1990,Week 11/1990,1990,,11,,,,,,,,,,MM1026A,025 26A,Mitsumi,Mitsumi,1990,1990,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AYLE-1,"Tetris Attack (USA, Europe) (Rev 1) (SGB Enhanced)",Entry #1,ben-black-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AYLE-1/ben-black-1.html,Ben Black,DMG-AYLE-USA,11A,DMG-BEAN-10,Y,2,Jun/1997,June/1997,1997,6,LH534M,DMG-AYLE-1 S LH534MV9 JAPAN E1 9724 E,Sharp,Sharp,24/1997,Week 24/1997,1997,,24,MBC1B1,DMG MBC1B1 Nintendo S 9724 3 A,Sharp,Sharp,24/1997,Week 24/1997,1997,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AYLP-1,"Tetris Attack (USA, Europe) (Rev 1) (SGB Enhanced)",Entry #1,tobiasvl-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AYLP-1/tobiasvl-1.html,tobiasvl,DMG-AYLP-EUR,22A,DMG-BEAN-02,Y,4,Oct/1996,October/1996,1996,10,LH534M,DMG-AYLP-1 S LH534MVB JAPAN E1 9643 D,Sharp,Sharp,43/1996,Week 43/1996,1996,,43,MBC1B,DMG MBC1-B Nintendo P 6'08,,,1996,1996,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AYMJ-1,Gakkyuu Ou Yamazaki (Japan) (Rev 1) (GB Compatible),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AYMJ-1/gekkio-1.html,gekkio,DMG-AYMJ-JPN,34,DMG-A06-01,M,2,May/1999,May/1999,1999,5,LH538W,DMG-AYMJ-1 S LH538WVN JAPAN F1 9920 E,Sharp,Sharp,20/1999,Week 20/1999,1999,,20,MBC5,MBC5 P-1 908U5L,,,8/1999,Week 8/1999,1999,,8,HY6264ALLJ-10,HY6264A LLJ-10 9906B KOREA,Hyundai,Hyundai,6/1999,Week 6/1999,1999,,6,MM1134A,914 134A,Mitsumi,Mitsumi,14/1999,Week 14/1999,1999,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AYNP-0,Yannick Noah Tennis (France),Entry #1,issotm-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AYNP-0/issotm-1.html,ISSOtm,DMG-AYNP-FRA,12,DMG-BEAN-10,K,1,Nov/1998,November/1998,1998,11,LH53517,DMG-AYNP-0 S LH5317VR JAPAN B1 9850 E,Sharp,Sharp,50/1998,Week 50/1998,1998,,50,MBC1B,DMG MBC1-B Nintendo P 8'N4,,,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AYWJ-0,Bokujou Monogatari GB (Japan) (SGB Enhanced),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AYWJ-0/gekkio-1.html,gekkio,DMG-AYWJ-JPN,12,DMG-KECN-01,I,1,Nov/1997,November/1997,1997,11,LH5S4M,DMG-AYWJ-0 S LH5S4MW6 JAPAN E1 9748 D,Sharp,Sharp,48/1997,Week 48/1997,1997,,48,MBC3,MBC3 LR385364 9744 A,Sharp,Sharp,44/1997,Week 44/1997,1997,,44,LH5168N-10PL,LH5168N-10PL MOSEL-VITELIC JAPAN N745 1G BH,Mosel-Vitelic,Mosel-Vitelic,45/1997,Week 45/1997,1997,,45,BA6129A,6129A 7A27,ROHM,ROHM,1997,1997,1997,,,32.768 kHz,KDS7J,Daishinku,Daishinku,Sep/1997,September/1997,1997,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""kind"":""32.768 kHz"",""label"":""KDS7J"",""manufacturer"":""Daishinku"",""year"":1997,""month"":9,""week"":null,""rom_code"":null}"
DMG-AYWJ-0,Bokujou Monogatari GB (Japan) (SGB Enhanced),Entry #1,hdr-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AYWJ-0/hdr-1.html,HDR,DMG-AYWJ-JPN,22,DMG-KECN-01,I,5,Nov/1997,November/1997,1997,11,N-4001EJGW,DMG-AYWJ-0 E1 N-4001EJGW-J79 9748E7005,,,48/1997,Week 48/1997,1997,,48,MBC3,MBC3 LR385364 9746 A,Sharp,Sharp,46/1997,Week 46/1997,1997,,46,BR6265BF-10SL,BR6265BF-10SL 748 133N,ROHM,ROHM,48/1997,Week 48/1997,1997,,48,BA6129A,6129A 7B30,ROHM,ROHM,1997,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""kind"":null,""label"":null,""manufacturer"":null,""year"":null,""month"":null,""week"":null,""rom_code"":null}"
DMG-AYWJ-0,Bokujou Monogatari GB (Japan) (SGB Enhanced),Entry #2,hdr-2,https://gbhwdb.gekkio.fi/cartridges/DMG-AYWJ-0/hdr-2.html,HDR,DMG-AYWJ-JPN,00,DMG-KECN-01,I,2,Nov/1997,November/1997,1997,11,N-4001EJGW,DMG-AYWJ-0 E1 N-4001EJGW-J79 9747E7025,,,47/1997,Week 47/1997,1997,,47,MBC3,MBC3 LR385364 9743 A,Sharp,Sharp,43/1997,Week 43/1997,1997,,43,BR6265BF-10SL,BR6265BF-10SL 744 152N,ROHM,ROHM,44/1997,Week 44/1997,1997,,44,BA6129A,6129A 7A25,ROHM,ROHM,1997,1997,1997,,,32.768 kHz,KDS7K,Daishinku,Daishinku,Oct/1997,October/1997,1997,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""kind"":""32.768 kHz"",""label"":""KDS7K"",""manufacturer"":""Daishinku"",""year"":1997,""month"":10,""week"":null,""rom_code"":null}"
DMG-AYWJ-0,Bokujou Monogatari GB (Japan) (SGB Enhanced),Entry #3,hdr-3,https://gbhwdb.gekkio.fi/cartridges/DMG-AYWJ-0/hdr-3.html,HDR,DMG-AYWJ-JPN,00,DMG-KECN-01,I,4,Nov/1997,November/1997,1997,11,N-4001EJGW,DMG-AYWJ-0 E1 N-4001EJGW-J79 9747E7019,,,47/1997,Week 47/1997,1997,,47,MBC3,MBC3 LR385364 9747 A,Sharp,Sharp,47/1997,Week 47/1997,1997,,47,BR6265BF-10SL,BR6265BF-10SL 748 133N,ROHM,ROHM,48/1997,Week 48/1997,1997,,48,BA6129A,6129A 7A89,ROHM,ROHM,1997,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""kind"":null,""label"":null,""manufacturer"":null,""year"":null,""month"":null,""week"":null,""rom_code"":null}"
